sale_id,date,item,qty,amount,status
S03852,2025-10-11,seed rye,2,16.50,paid
S03853,2025-10-11,apple tart,1,5.50,paid
S03854,2025-10-11,cinnamon bun,1,4.25,paid
S03855,2025-10-11,croissant,1,3.75,paid
S03856,2025-10-11,sourdough loaf,2,15.00,paid
S03857,2025-10-11,apple tart,3,16.50,paid
S03858,2025-10-11,seed rye,1,8.25,paid
S03859,2025-10-11,apple tart,3,16.50,refunded
S03860,2025-10-11,sourdough loaf,2,15.00,paid
S03861,2025-10-11,sourdough loaf,2,15.00,paid
S03862,2025-10-11,sourdough loaf,2,15.00,paid
S03863,2025-10-11,sourdough loaf,1,7.50,paid
S03864,2025-10-11,sourdough loaf,1,7.50,paid
S03865,2025-10-11,cinnamon bun,1,4.25,paid
S03866,2025-10-12,cinnamon bun,1,4.25,paid
S03867,2025-10-12,filter coffee,3,9.00,paid
S03868,2025-10-12,sourdough loaf,3,22.50,paid
S03869,2025-10-12,seed rye,3,24.75,paid
S03870,2025-10-12,apple tart,1,5.50,paid
S03871,2025-10-12,filter coffee,1,3.00,paid
S03872,2025-10-12,cinnamon bun,3,12.75,paid
S03873,2025-10-12,sourdough loaf,2,15.00,paid
S03874,2025-10-12,filter coffee,1,3.00,paid
S03875,2025-10-12,croissant,3,11.25,paid
S03875,2025-10-12,croissant,3,11.25,paid
S03876,2025-10-12,cinnamon bun,1,4.25,paid
S03877,2025-10-12,seed rye,1,8.25,paid
S03878,2025-10-12,sourdough loaf,2,15.00,paid
S03879,2025-10-12,seed rye,1,8.25,paid
S03880,2025-10-12,apple tart,3,16.50,paid
S03881,2025-10-13,sourdough loaf,1,7.50,paid
S03882,2025-10-13,cinnamon bun,2,8.50,paid
S03883,2025-10-13,seed rye,1,8.25,paid
S03884,2025-10-13,apple tart,3,16.50,paid
S03885,2025-10-14,apple tart,1,5.50,paid
S03886,2025-10-14,cinnamon bun,1,4.25,paid
S03887,2025-10-14,filter coffee,2,6.00,paid
S03888,2025-10-14,sourdough loaf,2,15.00,paid
S03889,2025-10-14,croissant,1,3.75,paid
S03890,2025-10-14,seed rye,1,8.25,paid
S03891,2025-10-15,cinnamon bun,2,8.50,paid
S03892,2025-10-15,croissant,2,7.50,paid
S03893,2025-10-15,apple tart,3,16.50,paid
S03894,2025-10-15,sourdough loaf,2,15.00,paid
S03895,2025-10-15,filter coffee,2,6.00,paid
S03896,2025-10-15,croissant,3,11.25,paid
S03897,2025-10-15,filter coffee,1,3.00,paid
S03898,2025-10-15,filter coffee,2,6.00,paid
S03899,2025-10-15,cinnamon bun,2,8.50,paid
S03900,2025-10-15,seed rye,2,16.50,paid
S03901,2025-10-15,sourdough loaf,1,7.50,paid
S03902,2025-10-15,sourdough loaf,1,7.50,refunded
S03903,2025-10-15,filter coffee,1,3.00,paid
S03903,2025-10-15,filter coffee,1,3.00,paid
S03904,2025-10-16,seed rye,1,8.25,paid
S03905,2025-10-16,seed rye,2,16.50,paid
S03906,2025-10-16,filter coffee,2,6.00,paid
S03907,2025-10-16,cinnamon bun,1,4.25,paid
S03908,2025-10-16,croissant,3,11.25,paid
S03909,2025-10-16,sourdough loaf,1,7.50,paid
S03910,2025-10-16,filter coffee,1,3.00,paid
S03911,2025-10-16,apple tart,2,11.00,paid
S03912,2025-10-16,filter coffee,1,3.00,paid
S03913,2025-10-16,filter coffee,2,6.00,paid
S03914,2025-10-16,seed rye,1,8.25,paid
S03915,2025-10-16,cinnamon bun,1,4.25,paid
S03916,2025-10-16,sourdough loaf,3,22.50,paid
S03917,2025-10-16,sourdough loaf,3,22.50,paid
S03918,2025-10-16,cinnamon bun,2,8.50,paid
S03919,2025-10-17,apple tart,1,5.50,paid
S03920,2025-10-17,croissant,2,7.50,paid
S03921,2025-10-17,apple tart,1,5.50,paid
S03922,2025-10-17,filter coffee,3,9.00,paid
S03923,2025-10-17,seed rye,2,16.50,refunded
S03924,2025-10-17,apple tart,3,16.50,paid
S03925,2025-10-17,apple tart,2,11.00,paid
S03926,2025-10-17,cinnamon bun,2,8.50,paid
S03927,2025-10-17,cinnamon bun,2,8.50,paid
S03928,2025-10-17,seed rye,2,16.50,paid
S03929,2025-10-17,apple tart,1,5.50,paid
S03930,2025-10-17,sourdough loaf,2,15.00,paid
S03931,2025-10-17,seed rye,2,16.50,refunded
S03932,2025-10-17,filter coffee,1,3.00,paid
S03933,2025-10-18,filter coffee,2,6.00,paid
S03934,2025-10-18,croissant,2,7.50,paid
S03935,2025-10-18,filter coffee,1,3.00,paid
S03936,2025-10-18,apple tart,1,5.50,paid
S03937,2025-10-18,croissant,1,3.75,paid
S03938,2025-10-18,apple tart,1,5.50,paid
S03939,2025-10-18,croissant,2,7.50,paid
S03940,2025-10-18,apple tart,3,16.50,paid
S03941,2025-10-18,filter coffee,2,6.00,paid
S03942,2025-10-18,cinnamon bun,1,4.25,paid
S03943,2025-10-18,croissant,3,11.25,paid
S03944,2025-10-18,filter coffee,1,3.00,paid
S03945,2025-10-18,apple tart,3,16.50,paid
S03946,2025-10-18,seed rye,3,24.75,paid
S03947,2025-10-18,apple tart,2,11.00,paid
S03948,2025-10-18,filter coffee,3,9.00,paid
S03949,2025-10-18,seed rye,1,8.25,paid
S03950,2025-10-18,apple tart,1,5.50,paid
S03951,2025-10-18,sourdough loaf,1,7.50,paid
S03952,2025-10-18,cinnamon bun,3,12.75,paid
S03953,2025-10-18,croissant,2,7.50,paid
S03954,2025-10-18,cinnamon bun,2,8.50,paid
S03955,2025-10-18,filter coffee,1,3.00,paid
S03956,2025-10-18,apple tart,1,5.50,paid
S03957,2025-10-18,croissant,1,3.75,paid
S03958,2025-10-18,seed rye,2,16.50,paid
S03959,2025-10-18,sourdough loaf,2,15.00,paid
S03960,2025-10-18,croissant,2,7.50,paid
S03961,2025-10-19,sourdough loaf,3,22.50,paid
S03962,2025-10-19,apple tart,1,5.50,paid
S03963,2025-10-19,seed rye,2,16.50,paid
S03964,2025-10-19,filter coffee,1,3.00,paid
S03965,2025-10-19,seed rye,1,8.25,paid
S03966,2025-10-19,apple tart,2,11.00,paid
S03967,2025-10-19,croissant,3,11.25,paid
S03968,2025-10-19,croissant,3,11.25,paid
S03969,2025-10-19,apple tart,2,11.00,paid
S03970,2025-10-19,sourdough loaf,2,15.00,paid
S03971,2025-10-19,filter coffee,1,3.00,refunded
S03972,2025-10-19,seed rye,2,16.50,paid
S03973,2025-10-19,croissant,2,7.50,paid
S03974,2025-10-19,seed rye,3,24.75,paid
S03975,2025-10-19,cinnamon bun,1,4.25,paid
S03976,2025-10-19,seed rye,2,16.50,paid
S03977,2025-10-19,croissant,3,11.25,paid
S03978,2025-10-20,seed rye,1,8.25,paid
S03979,2025-10-20,croissant,3,11.25,paid
S03980,2025-10-20,croissant,1,3.75,paid
S03981,2025-10-21,apple tart,3,16.50,paid
S03982,2025-10-21,seed rye,3,24.75,paid
S03983,2025-10-21,cinnamon bun,1,4.25,paid
S03984,2025-10-21,cinnamon bun,1,4.25,paid
S03985,2025-10-21,seed rye,1,8.25,paid
S03986,2025-10-21,apple tart,3,16.50,paid
S03987,2025-10-21,sourdough loaf,2,15.00,paid
S03988,2025-10-21,cinnamon bun,1,4.25,paid
S03989,2025-10-21,apple tart,1,5.50,paid
S03990,2025-10-21,cinnamon bun,3,12.75,paid
S03991,2025-10-21,seed rye,1,8.25,paid
S03992,2025-10-21,apple tart,1,5.50,paid
S03993,2025-10-21,sourdough loaf,2,15.00,paid
S03994,2025-10-21,seed rye,1,8.25,paid
S03995,2025-10-21,sourdough loaf,2,15.00,paid
S03996,2025-10-21,apple tart,2,11.00,paid
S03997,2025-10-21,filter coffee,3,9.00,paid
S03998,2025-10-22,apple tart,1,5.50,void
S03999,2025-10-22,cinnamon bun,3,12.75,paid
S04000,2025-10-22,sourdough loaf,1,7.50,paid
S04001,2025-10-22,apple tart,3,16.50,paid
S04002,2025-10-22,croissant,3,11.25,paid
S04003,2025-10-22,cinnamon bun,2,8.50,paid
S04004,2025-10-22,seed rye,3,24.75,paid
S04005,2025-10-22,seed rye,2,16.50,refunded
S04006,2025-10-22,apple tart,1,5.50,paid
S04007,2025-10-22,croissant,3,11.25,paid
S04008,2025-10-22,cinnamon bun,1,4.25,paid
S04009,2025-10-22,apple tart,1,5.50,paid
S04010,2025-10-22,seed rye,1,8.25,paid
S04011,2025-10-22,croissant,2,7.50,paid
S04012,2025-10-23,sourdough loaf,2,15.00,paid
S04013,2025-10-23,filter coffee,1,3.00,paid
S04014,2025-10-23,filter coffee,2,6.00,paid
S04015,2025-10-23,cinnamon bun,1,4.25,void
S04016,2025-10-23,croissant,2,7.50,paid
S04017,2025-10-23,seed rye,1,8.25,paid
S04018,2025-10-23,cinnamon bun,3,12.75,paid
S04019,2025-10-23,filter coffee,3,9.00,paid
S04020,2025-10-23,cinnamon bun,1,4.25,paid
S04021,2025-10-23,croissant,2,7.50,paid
S04022,2025-10-23,filter coffee,1,3.00,paid
S04023,2025-10-23,cinnamon bun,1,4.25,paid
S04024,2025-10-23,croissant,2,7.50,paid
S04025,2025-10-23,apple tart,1,5.50,paid
S04026,2025-10-24,apple tart,1,5.50,paid
S04027,2025-10-24,seed rye,3,24.75,paid
S04028,2025-10-24,croissant,2,7.50,paid
S04029,2025-10-24,apple tart,1,5.50,paid
S04030,2025-10-24,cinnamon bun,1,4.25,paid
S04031,2025-10-24,apple tart,1,5.50,paid
S04032,2025-10-24,apple tart,2,11.00,paid
S04033,2025-10-24,sourdough loaf,1,7.50,paid
S04034,2025-10-24,croissant,1,3.75,paid
S04035,2025-10-24,croissant,2,7.50,paid
S04036,2025-10-24,apple tart,1,5.50,paid
S04037,2025-10-24,apple tart,2,11.00,paid
S04038,2025-10-24,apple tart,3,16.50,paid
S04039,2025-10-25,seed rye,1,8.25,paid
S04040,2025-10-25,seed rye,1,8.25,paid
S04041,2025-10-25,filter coffee,1,3.00,paid
S04042,2025-10-25,croissant,3,11.25,paid
S04043,2025-10-25,croissant,1,3.75,refunded
S04044,2025-10-25,filter coffee,1,3.00,paid
S04045,2025-10-25,cinnamon bun,1,4.25,paid
S04046,2025-10-25,cinnamon bun,1,4.25,paid
S04047,2025-10-25,cinnamon bun,1,4.25,paid
S04048,2025-10-25,croissant,1,3.75,paid
S04049,2025-10-25,apple tart,1,5.50,paid
S04050,2025-10-25,cinnamon bun,2,8.50,paid
S04051,2025-10-25,sourdough loaf,3,22.50,paid
S04052,2025-10-25,apple tart,1,5.50,paid
S04053,2025-10-25,sourdough loaf,3,22.50,paid
S04054,2025-10-25,seed rye,3,24.75,paid
S04055,2025-10-25,croissant,1,3.75,paid
S04056,2025-10-25,sourdough loaf,3,22.50,paid
S04057,2025-10-25,apple tart,1,5.50,paid
S04058,2025-10-25,cinnamon bun,2,8.50,paid
S04059,2025-10-25,apple tart,1,5.50,refunded
S04060,2025-10-25,apple tart,1,5.50,paid
S04061,2025-10-25,filter coffee,1,3.00,paid
S04062,2025-10-26,cinnamon bun,1,4.25,paid
S04063,2025-10-26,croissant,3,11.25,paid
S04064,2025-10-26,seed rye,1,8.25,paid
S04065,2025-10-26,croissant,1,3.75,paid
S04066,2025-10-26,apple tart,1,5.50,paid
S04067,2025-10-26,seed rye,3,24.75,paid
S04068,2025-10-26,croissant,3,11.25,paid
S04069,2025-10-26,seed rye,3,24.75,paid
S04070,2025-10-26,seed rye,2,16.50,paid
S04071,2025-10-26,cinnamon bun,3,12.75,paid
S04072,2025-10-26,apple tart,3,16.50,refunded
S04073,2025-10-26,cinnamon bun,1,4.25,paid
S04074,2025-10-26,croissant,2,7.50,paid
S04075,2025-10-26,sourdough loaf,2,15.00,paid
S04076,2025-10-26,seed rye,1,8.25,paid
S04077,2025-10-27,cinnamon bun,1,4.25,paid
S04078,2025-10-27,apple tart,2,11.00,paid
S04079,2025-10-28,apple tart,1,5.50,paid
S04080,2025-10-28,seed rye,1,8.25,paid
S04081,2025-10-28,cinnamon bun,1,4.25,void
S04082,2025-10-28,apple tart,1,5.50,paid
S04083,2025-10-28,seed rye,2,16.50,paid
S04084,2025-10-28,filter coffee,1,3.00,paid
S04085,2025-10-28,croissant,2,7.50,paid
S04086,2025-10-29,sourdough loaf,1,,paid
S04087,2025-10-29,sourdough loaf,3,22.50,paid
S04088,2025-10-29,sourdough loaf,1,7.50,paid
S04089,2025-10-29,cinnamon bun,1,4.25,paid
S04090,2025-10-29,seed rye,1,8.25,paid
S04091,2025-10-29,croissant,2,7.50,paid
S04092,2025-10-29,apple tart,2,11.00,paid
S04093,2025-10-29,seed rye,2,16.50,paid
S04094,2025-10-30,cinnamon bun,2,8.50,paid
S04095,2025-10-30,filter coffee,3,9.00,paid
S04096,2025-10-30,seed rye,2,16.50,paid
S04097,2025-10-30,croissant,1,3.75,paid
S04098,2025-10-30,sourdough loaf,1,7.50,paid
S04099,2025-10-30,filter coffee,2,6.00,paid
S04100,2025-10-30,croissant,1,3.75,paid
S04101,2025-10-30,croissant,3,11.25,paid
S04102,2025-10-30,sourdough loaf,1,7.50,paid
S04103,2025-10-30,cinnamon bun,3,12.75,paid
S04104,2025-10-30,filter coffee,1,3.00,paid
S04105,2025-10-30,seed rye,3,24.75,paid
S04106,2025-10-30,sourdough loaf,2,15.00,paid
S04107,2025-10-30,sourdough loaf,1,7.50,paid
S04108,2025-10-30,apple tart,1,5.50,paid
S04109,2025-10-31,sourdough loaf,1,7.50,paid
S04110,2025-10-31,apple tart,3,16.50,paid
S04111,2025-10-31,seed rye,2,16.50,paid
S04112,2025-10-31,croissant,1,3.75,paid
S04113,2025-10-31,filter coffee,1,3.00,paid
S04114,2025-10-31,filter coffee,3,9.00,paid
S04115,2025-10-31,sourdough loaf,2,15.00,paid
S04116,2025-10-31,croissant,3,11.25,paid
S04117,2025-10-31,filter coffee,2,6.00,paid
S04118,2025-10-31,filter coffee,1,3.00,paid
S04119,2025-10-31,cinnamon bun,2,8.50,paid
S04120,2025-10-31,cinnamon bun,1,4.25,paid
S04121,2025-10-31,cinnamon bun,1,4.25,paid
S04122,2025-10-31,croissant,1,3.75,paid
S04123,2025-10-31,filter coffee,1,3.00,paid
S04124,2025-11-01,seed rye,1,8.25,paid
S04125,2025-11-01,seed rye,1,8.25,paid
S04126,2025-11-01,filter coffee,1,3.00,paid
S04127,2025-11-01,seed rye,1,8.25,paid
S04128,2025-11-01,cinnamon bun,1,4.25,paid
S04129,2025-11-01,seed rye,2,16.50,paid
S04130,2025-11-01,filter coffee,2,6.00,paid
S04131,2025-11-01,croissant,2,7.50,paid
S04132,2025-11-01,seed rye,1,8.25,paid
S04133,2025-11-01,apple tart,1,5.50,paid
S04134,2025-11-01,seed rye,3,24.75,paid
S04135,2025-11-01,croissant,3,11.25,paid
S04136,2025-11-01,apple tart,1,5.50,paid
S04137,2025-11-01,apple tart,2,11.00,refunded
S04138,2025-11-01,sourdough loaf,3,22.50,paid
S04139,2025-11-01,cinnamon bun,3,12.75,paid
S04140,2025-11-01,seed rye,2,16.50,paid
S04141,2025-11-01,apple tart,1,5.50,paid
S04142,2025-11-01,seed rye,1,8.25,paid
S04143,2025-11-01,seed rye,1,8.25,paid
S04144,2025-11-01,croissant,2,7.50,paid
S04145,2025-11-01,croissant,1,3.75,paid
S04146,2025-11-01,sourdough loaf,1,7.50,paid
S04147,2025-11-01,cinnamon bun,2,8.50,paid
S04148,2025-11-02,apple tart,1,5.50,paid
S04149,2025-11-02,sourdough loaf,2,15.00,paid
S04150,2025-11-02,cinnamon bun,1,4.25,paid
S04151,2025-11-02,seed rye,3,24.75,paid
S04152,2025-11-02,sourdough loaf,2,15.00,paid
S04153,2025-11-02,seed rye,1,8.25,paid
S04154,2025-11-02,sourdough loaf,1,7.50,paid
S04155,2025-11-02,sourdough loaf,1,7.50,paid
S04156,2025-11-02,apple tart,1,5.50,paid
S04157,2025-11-02,seed rye,2,16.50,paid
S04158,2025-11-02,filter coffee,1,3.00,paid
S04159,2025-11-02,seed rye,1,8.25,paid
S04160,2025-11-02,sourdough loaf,2,15.00,paid
S04161,2025-11-02,croissant,3,11.25,paid
S04162,2025-11-02,seed rye,1,8.25,void
S04163,2025-11-02,croissant,1,3.75,paid
S04164,2025-11-02,filter coffee,2,6.00,paid
S04165,2025-11-02,apple tart,1,5.50,paid
S04166,2025-11-02,apple tart,2,11.00,paid
S04167,2025-11-02,filter coffee,2,6.00,paid
S04168,2025-11-02,croissant,1,3.75,paid
S04169,2025-11-03,filter coffee,1,3.00,paid
S04170,2025-11-03,seed rye,1,8.25,paid
S04171,2025-11-03,croissant,3,11.25,paid
S04172,2025-11-03,apple tart,1,5.50,paid
S04173,2025-11-03,seed rye,1,8.25,paid
S04174,2025-11-03,croissant,1,3.75,paid
S04175,2025-11-04,croissant,1,3.75,paid
S04176,2025-11-04,croissant,2,7.50,paid
S04177,2025-11-04,sourdough loaf,1,7.50,paid
S04178,2025-11-04,sourdough loaf,3,22.50,paid
S04179,2025-11-04,apple tart,2,11.00,paid
S04180,2025-11-04,cinnamon bun,3,12.75,paid
S04181,2025-11-04,seed rye,2,16.50,paid
S04182,2025-11-04,cinnamon bun,2,8.50,paid
S04183,2025-11-04,filter coffee,2,6.00,paid
S04184,2025-11-04,sourdough loaf,3,22.50,paid
S04185,2025-11-04,sourdough loaf,1,7.50,paid
S04186,2025-11-04,sourdough loaf,1,7.50,paid
S04187,2025-11-04,croissant,1,3.75,paid
S04188,2025-11-04,seed rye,3,24.75,paid
S04189,2025-11-04,apple tart,1,5.50,paid
S04190,2025-11-05,cinnamon bun,1,4.25,paid
S04191,2025-11-05,filter coffee,1,3.00,paid
S04192,2025-11-05,seed rye,2,16.50,paid
S04193,2025-11-05,seed rye,2,16.50,paid
S04194,2025-11-05,sourdough loaf,2,15.00,paid
S04195,2025-11-05,cinnamon bun,1,4.25,paid
S04196,2025-11-05,croissant,2,7.50,paid
S04197,2025-11-05,sourdough loaf,3,22.50,paid
S04198,2025-11-05,cinnamon bun,2,8.50,paid
S04199,2025-11-05,croissant,1,3.75,paid
S04200,2025-11-05,apple tart,2,11.00,paid
S04201,2025-11-06,sourdough loaf,3,22.50,paid
S04202,2025-11-06,seed rye,3,24.75,paid
S04203,2025-11-06,apple tart,1,5.50,paid
S04204,2025-11-06,apple tart,2,11.00,paid
S04205,2025-11-06,croissant,2,7.50,paid
S04206,2025-11-06,croissant,2,7.50,void
S04207,2025-11-06,croissant,2,7.50,paid
S04208,2025-11-06,seed rye,1,8.25,paid
S04209,2025-11-06,croissant,2,7.50,paid
S04210,2025-11-06,seed rye,2,16.50,void
S04211,2025-11-06,sourdough loaf,2,15.00,paid
S04212,2025-11-06,filter coffee,1,3.00,paid
S04213,2025-11-07,sourdough loaf,1,7.50,paid
S04214,2025-11-07,filter coffee,2,6.00,paid
S04215,2025-11-07,filter coffee,2,6.00,paid
S04216,2025-11-07,apple tart,2,11.00,paid
S04217,2025-11-07,apple tart,3,16.50,paid
S04218,2025-11-07,seed rye,1,8.25,paid
S04219,2025-11-07,filter coffee,2,6.00,paid
S04220,2025-11-07,cinnamon bun,3,12.75,paid
S04221,2025-11-07,croissant,1,3.75,paid
S04222,2025-11-07,cinnamon bun,3,12.75,paid
S04223,2025-11-07,seed rye,1,8.25,paid
S04224,2025-11-07,filter coffee,2,6.00,paid
S04225,2025-11-07,apple tart,1,5.50,paid
S04226,2025-11-07,sourdough loaf,2,15.00,paid
S04227,2025-11-08,apple tart,3,16.50,paid
S04228,2025-11-08,seed rye,1,8.25,paid
S04229,2025-11-08,apple tart,2,11.00,paid
S04230,2025-11-08,apple tart,1,5.50,paid
S04231,2025-11-08,filter coffee,1,3.00,paid
S04232,2025-11-08,croissant,1,3.75,paid
S04233,2025-11-08,filter coffee,1,3.00,paid
S04234,2025-11-08,croissant,2,7.50,paid
S04235,2025-11-08,cinnamon bun,1,4.25,paid
S04236,2025-11-08,croissant,3,11.25,paid
S04237,2025-11-08,apple tart,3,16.50,paid
S04238,2025-11-08,filter coffee,3,9.00,paid
S04239,2025-11-08,sourdough loaf,2,15.00,paid
S04240,2025-11-08,croissant,3,11.25,paid
S04241,2025-11-08,cinnamon bun,1,4.25,paid
S04242,2025-11-08,filter coffee,2,6.00,paid
S04243,2025-11-08,filter coffee,3,9.00,paid
S04244,2025-11-08,sourdough loaf,2,15.00,paid
S04245,2025-11-08,sourdough loaf,1,7.50,paid
S04246,2025-11-08,filter coffee,2,6.00,paid
S04247,2025-11-08,sourdough loaf,1,7.50,paid
S04248,2025-11-08,cinnamon bun,1,4.25,paid
S04249,2025-11-08,croissant,1,3.75,paid
S04250,2025-11-09,seed rye,2,16.50,paid
S04251,2025-11-09,cinnamon bun,1,4.25,paid
S04252,2025-11-09,cinnamon bun,2,8.50,paid
S04253,2025-11-09,sourdough loaf,2,15.00,paid
S04254,2025-11-09,apple tart,2,11.00,paid
S04255,2025-11-09,croissant,2,7.50,paid
S04256,2025-11-09,seed rye,2,16.50,paid
S04257,2025-11-09,filter coffee,2,6.00,paid
S04258,2025-11-09,filter coffee,3,9.00,paid
S04259,2025-11-09,sourdough loaf,2,15.00,paid
S04260,2025-11-09,croissant,3,11.25,paid
S04261,2025-11-09,seed rye,1,8.25,paid
S04262,2025-11-09,croissant,1,3.75,paid
S04263,2025-11-09,filter coffee,1,3.00,paid
S04264,2025-11-09,sourdough loaf,2,15.00,paid
S04265,2025-11-09,seed rye,1,8.25,paid
S04266,2025-11-09,sourdough loaf,1,7.50,paid
S04267,2025-11-09,apple tart,2,11.00,paid
S04268,2025-11-10,apple tart,1,5.50,paid
S04269,2025-11-11,cinnamon bun,2,8.50,paid
S04270,2025-11-11,seed rye,1,8.25,paid
S04271,2025-11-11,apple tart,3,16.50,paid
S04272,2025-11-11,seed rye,2,16.50,paid
S04273,2025-11-11,croissant,1,3.75,paid
S04274,2025-11-11,filter coffee,2,6.00,void
S04275,2025-11-11,filter coffee,1,3.00,paid
S04276,2025-11-11,cinnamon bun,1,4.25,paid
S04277,2025-11-12,sourdough loaf,2,15.00,paid
S04278,2025-11-12,apple tart,2,11.00,paid
S04279,2025-11-12,apple tart,2,11.00,paid
S04280,2025-11-12,apple tart,2,11.00,paid
S04281,2025-11-12,croissant,1,3.75,paid
S04282,2025-11-12,sourdough loaf,2,15.00,paid
S04283,2025-11-12,cinnamon bun,2,8.50,paid
S04284,2025-11-12,sourdough loaf,1,7.50,paid
S04285,2025-11-12,filter coffee,1,3.00,paid
S04286,2025-11-12,seed rye,1,8.25,paid
S04287,2025-11-12,sourdough loaf,1,7.50,paid
S04288,2025-11-12,seed rye,2,16.50,paid
S04289,2025-11-12,seed rye,2,16.50,paid
S04290,2025-11-12,cinnamon bun,1,4.25,paid
S04291,2025-11-13,filter coffee,1,3.00,paid
S04292,2025-11-13,sourdough loaf,2,15.00,paid
S04293,2025-11-13,croissant,1,3.75,paid
S04294,2025-11-13,filter coffee,2,6.00,paid
S04295,2025-11-13,seed rye,1,8.25,paid
S04296,2025-11-13,apple tart,1,5.50,paid
S04297,2025-11-13,apple tart,3,16.50,paid
S04298,2025-11-13,sourdough loaf,1,7.50,paid
S04299,2025-11-13,apple tart,1,5.50,paid
S04300,2025-11-13,sourdough loaf,2,15.00,paid
S04301,2025-11-13,seed rye,3,24.75,void
S04302,2025-11-13,sourdough loaf,2,15.00,paid
S04303,2025-11-13,apple tart,1,5.50,paid
S04304,2025-11-13,croissant,2,7.50,paid
S04305,2025-11-14,seed rye,1,8.25,paid
S04306,2025-11-14,croissant,1,3.75,paid
S04307,2025-11-14,sourdough loaf,2,15.00,paid
S04308,2025-11-14,seed rye,1,8.25,paid
S04309,2025-11-14,sourdough loaf,3,22.50,paid
S04310,2025-11-14,sourdough loaf,2,15.00,paid
S04311,2025-11-14,croissant,1,3.75,paid
S04312,2025-11-14,seed rye,1,8.25,paid
S04313,2025-11-14,cinnamon bun,1,4.25,paid
S04314,2025-11-14,cinnamon bun,1,4.25,paid
S04315,2025-11-14,filter coffee,1,3.00,paid
S04316,2025-11-14,apple tart,1,5.50,paid
S04317,2025-11-14,sourdough loaf,1,7.50,paid
S04318,14/11/2025,apple tart,1,5.50,paid
S04319,2025-11-14,sourdough loaf,2,15.00,paid
S04320,2025-11-15,filter coffee,2,6.00,paid
S04321,2025-11-15,seed rye,2,16.50,paid
S04322,2025-11-15,seed rye,1,8.25,paid
S04323,2025-11-15,sourdough loaf,2,15.00,paid
S04324,2025-11-15,sourdough loaf,3,22.50,paid
S04325,2025-11-15,filter coffee,2,6.00,paid
S04326,2025-11-15,croissant,2,7.50,paid
S04327,2025-11-15,apple tart,1,5.50,paid
S04328,2025-11-15,cinnamon bun,1,4.25,paid
S04329,2025-11-15,filter coffee,1,3.00,paid
S04330,2025-11-15,cinnamon bun,2,8.50,paid
S04331,2025-11-15,croissant,3,11.25,paid
S04332,2025-11-15,cinnamon bun,1,4.25,paid
S04333,2025-11-15,seed rye,3,24.75,paid
S04334,2025-11-15,cinnamon bun,1,4.25,paid
S04335,2025-11-15,cinnamon bun,3,12.75,paid
S04336,2025-11-15,seed rye,2,16.50,paid
S04337,2025-11-15,sourdough loaf,2,15.00,paid
S04338,2025-11-15,cinnamon bun,3,12.75,paid
S04339,2025-11-15,croissant,1,3.75,paid
S04340,2025-11-15,seed rye,3,24.75,paid
S04341,2025-11-15,seed rye,3,24.75,paid
S04342,2025-11-15,seed rye,1,8.25,paid
S04343,2025-11-15,seed rye,1,8.25,paid
S04344,2025-11-16,cinnamon bun,1,4.25,paid
S04345,2025-11-16,cinnamon bun,3,12.75,paid
S04346,2025-11-16,seed rye,2,16.50,void
S04347,2025-11-16,cinnamon bun,1,4.25,paid
S04348,2025-11-16,sourdough loaf,2,15.00,paid
S04349,2025-11-16,sourdough loaf,2,15.00,paid
S04350,2025-11-16,filter coffee,3,9.00,paid
S04351,2025-11-16,sourdough loaf,1,7.50,paid
S04352,2025-11-16,sourdough loaf,1,7.50,paid
S04353,2025-11-16,apple tart,1,5.50,paid
S04354,2025-11-16,cinnamon bun,2,8.50,paid
S04355,2025-11-16,cinnamon bun,1,4.25,paid
S04356,2025-11-16,seed rye,3,24.75,paid
S04357,2025-11-16,sourdough loaf,3,22.50,paid
S04358,2025-11-17,apple tart,2,11.00,paid
S04359,2025-11-18,croissant,2,7.50,paid
S04360,2025-11-18,apple tart,1,5.50,paid
S04361,2025-11-18,sourdough loaf,2,15.00,paid
S04362,2025-11-18,cinnamon bun,2,8.50,paid
S04363,2025-11-18,filter coffee,1,3.00,void
S04364,2025-11-18,seed rye,2,16.50,paid
S04365,2025-11-18,croissant,3,11.25,paid
S04366,2025-11-18,sourdough loaf,3,22.50,paid
S04367,2025-11-18,apple tart,1,5.50,paid
S04368,2025-11-18,sourdough loaf,1,7.50,paid
S04369,2025-11-19,cinnamon bun,1,4.25,paid
S04370,2025-11-19,seed rye,1,8.25,paid
S04371,2025-11-19,filter coffee,1,3.00,paid
S04372,2025-11-19,seed rye,2,16.50,paid
S04373,2025-11-19,croissant,2,7.50,paid
S04373,2025-11-19,croissant,2,7.50,paid
S04374,2025-11-19,sourdough loaf,1,7.50,paid
S04375,2025-11-19,sourdough loaf,3,22.50,paid
S04376,2025-11-19,cinnamon bun,1,4.25,paid
S04377,2025-11-19,croissant,1,3.75,paid
S04378,2025-11-19,apple tart,2,,paid
S04379,2025-11-19,croissant,1,3.75,paid
S04380,2025-11-19,filter coffee,2,6.00,paid
S04381,2025-11-20,apple tart,1,5.50,paid
S04382,2025-11-20,seed rye,2,16.50,paid
S04383,2025-11-20,seed rye,2,16.50,paid
S04384,2025-11-20,seed rye,1,8.25,paid
S04385,2025-11-20,apple tart,1,5.50,paid
S04386,2025-11-20,filter coffee,2,6.00,paid
